Name,Model,Trim,Student/College Grad for Retail or Lease,Military for Retail or Lease,First Responder for Retail or Lease,Lease Bonus Cash,Loyalty for Retail or Lease,Conquest for Retail or Lease,Mobility for Retail,Loyalty Lender Bonus Cash,Student/College Grad Lender Bonus,Conquest for Retail,Clean Fuel Rebate for Retail or Lease,Military for Lease,Customer Bonus Cash for Retail,Lender Bonus for Standard APR,Student/College Grad for Lease,First Responder for Lease,Military for Retail,First Responder for Retail,Limited Term Bonus Cash
Ford,2020 Ford Transit Crew Van,"150 Medium Roof 3dr Van w/130"" WB (3.5L 6cyl 10A)",,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,"$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$2,500 Conquest for Retail or Lease - Expires 03/31/2021,$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,,,,,,,
Ford,2020 Ford Transit Crew Van,"150 Medium Roof 3dr Van AWD w/148"" WB (3.5L 6cyl 10A)",,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,"$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$2,500 Conquest for Retail or Lease - Expires 03/31/2021,$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,,,,,,,
Ford,2020 Ford Transit Crew Van,"350 HD High Roof 3dr Ext Van AWD DRW w/148"" WB, 10,360 lbs. GVWR (3.5L 6cyl Turbo 10A)",,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,"$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$2,500 Conquest for Retail or Lease - Expires 03/31/2021,$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,,,,,,,
Buick,2020 Buick Regal TourX,Preferred 4dr Wagon AWD (2.0L 4cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Buick,2020 Buick Regal TourX,4dr Wagon AWD (2.0L 4cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Buick,2020 Buick Regal TourX,Essence 4dr Wagon AWD (2.0L 4cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Buick,2020 Buick Encore GX,Select 4dr SUV (1.2L 3cyl Turbo CVT),,,,,,,,,,,,,,,,,,,
Buick,2020 Buick Encore GX,Preferred 4dr SUV (1.2L 3cyl Turbo CVT),,,,,,,,,,,,,,,,,,,
Buick,2020 Buick Encore GX,Select 4dr SUV AWD (1.3L 3cyl Turbo 9A),,,,,,,,,,,,,,,,,,,
Buick,2020 Buick Encore GX,Essence 4dr SUV (1.2L 3cyl Turbo CVT),,,,,,,,,,,,,,,,,,,
Buick,2020 Buick Encore GX,Essence 4dr SUV AWD (1.3L 3cyl Turbo 9A),,,,,,,,,,,,,,,,,,,
Buick,2020 Buick Encore GX,Preferred 4dr SUV AWD (1.3L 3cyl Turbo 9A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LTZ 4dr Crew Cab 4WD SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 4dr Crew Cab 4WD SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,High Country 4dr Crew Cab 4WD SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Custom 4dr Crew Cab 4WD SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 4dr Crew Cab 4WD SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 2dr Regular Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 4dr Crew Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 4dr Double Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 4dr Double Cab 4WD SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 2dr Regular Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 4dr Double Cab 4WD SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 4dr Double Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Custom 4dr Double Cab 4WD SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 4dr Crew Cab SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,High Country 4dr Crew Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 4dr Double Cab SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 4dr Crew Cab SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LTZ 4dr Double Cab 4WD SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 2dr Regular Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LTZ 4dr Crew Cab SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Custom 4dr Double Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Custom 4dr Double Cab SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 4dr Double Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 4dr Double Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 2dr Regular Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 4dr Crew Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LTZ 4dr Double Cab SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LT 4dr Crew Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LTZ 4dr Double Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Custom 4dr Crew Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LTZ 4dr Crew Cab 4WD LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LTZ 4dr Crew Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,LTZ 4dr Double Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 4dr Crew Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Custom 4dr Crew Cab SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Work Truck 4dr Double Cab SB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Custom 4dr Crew Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Silverado 2500HD,Custom 4dr Double Cab LB (6.6L 8cyl 6A),,,,,,,,,,,,,,,,,,,
Alfa,2020 Alfa Romeo Stelvio,Ti 4dr SUV AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Alfa,2020 Alfa Romeo Stelvio,4dr SUV (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Alfa,2020 Alfa Romeo Stelvio,Ti Sport 4dr SUV AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Alfa,2020 Alfa Romeo Stelvio,4dr SUV AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Alfa,2020 Alfa Romeo Stelvio,Sport 4dr SUV AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Alfa,2020 Alfa Romeo Stelvio,Sport 4dr SUV (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Alfa,2020 Alfa Romeo Stelvio,Ti Lusso 4dr SUV AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Alfa,2020 Alfa Romeo Stelvio,Quadrifoglio 4dr SUV AWD (2.9L 6cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Alfa,2020 Alfa Romeo Stelvio,Ti Sport Carbon 4dr SUV AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Alfa,2020 Alfa Romeo Giulia,4dr Sedan (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Ti 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,4dr Sedan AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Ti 4dr Sedan (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Ti Sport 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Ti Sport 4dr Sedan (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Sport 4dr Sedan (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Quadrifoglio 4dr Sedan (2.9L 6cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Sport 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Ti Sport Carbon 4dr Sedan (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Ti Lusso 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Ti Lusso 4dr Sedan (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Alfa,2020 Alfa Romeo Giulia,Ti Sport Carbon 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,,$500 First Responder for Retail or Lease - Expires 01/03/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021","$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$1,000 Loyalty for Retail or Lease - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",,,,,,,$750 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,,,,
Audi,2021 Audi A6,Premium 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric hybrid 7AM),,,,"$3,500 Lease Bonus Cash - Expires 03/31/2021,$1,000 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$2,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",,,,,,
Audi,2021 Audi A6,Premium Plus 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM),,,,"$3,500 Lease Bonus Cash - Expires 03/31/2021,$1,000 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$2,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",,,,,,
Audi,2021 Audi A6,Prestige 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM),,,,"$3,500 Lease Bonus Cash - Expires 03/31/2021,$1,000 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$2,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",,,,,,
Audi,2021 Audi A6,Premium Plus 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric hybrid 7AM),,,,"$3,500 Lease Bonus Cash - Expires 03/31/2021,$1,000 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$2,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",,,,,,
Audi,2021 Audi A6,Prestige 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric hybrid 7AM),,,,"$3,500 Lease Bonus Cash - Expires 03/31/2021,$1,000 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$2,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",,,,,,
Audi,2021 Audi A6,Sport Premium 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM),,,,"$3,500 Lease Bonus Cash - Expires 03/31/2021,$1,000 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$2,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",,,,,,
Audi,2021 Audi A6,Sport Premium Plus 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM),,,,"$3,500 Lease Bonus Cash - Expires 03/31/2021,$1,000 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$2,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",,,,,,
Audi,2021 Audi A6,Premium 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM),,,,"$3,500 Lease Bonus Cash - Expires 03/31/2021,$1,000 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$2,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",,,,,,
Subaru,2020 Subaru Crosstrek,Premium 4dr SUV AWD (2.0L 4cyl CVT),,,,,,,,,,,,$500 Military for Lease - Expires 03/31/2021,,,,,$500 Military for Retail - Expires 03/31/2021,,
Subaru,2020 Subaru Crosstrek,Limited 4dr SUV AWD (2.0L 4cyl CVT),,,,,,,,,,,,$500 Military for Lease - Expires 03/31/2021,,,,,$500 Military for Retail - Expires 03/31/2021,,
Subaru,2020 Subaru Crosstrek,4dr SUV AWD (2.0L 4cyl CVT),,,,,,,,,,,,$500 Military for Lease - Expires 03/31/2021,,,,,$500 Military for Retail - Expires 03/31/2021,,
Subaru,2020 Subaru Crosstrek,Premium 4dr SUV AWD (2.0L 4cyl 6M),,,,,,,,,,,,$500 Military for Lease - Expires 03/31/2021,,,,,$500 Military for Retail - Expires 03/31/2021,,
Subaru,2020 Subaru Crosstrek,Hybrid 4dr SUV AWD (2.0L 4cyl gas/electric hybrid CVT),,,,,,,,,,,,$500 Military for Lease - Expires 03/31/2021,,,,,$500 Military for Retail - Expires 03/31/2021,,
Subaru,2020 Subaru Crosstrek,4dr SUV AWD (2.0L 4cyl 6M),,,,,,,,,,,,$500 Military for Lease - Expires 03/31/2021,,,,,$500 Military for Retail - Expires 03/31/2021,,
Subaru,2020 Subaru BRZ,Limited 2dr Coupe (2.0L 4cyl 6M),,,,,,,,,,,,$500 Military for Lease - Expires 03/31/2021,,,,,$500 Military for Retail - Expires 03/31/2021,,
Subaru,2020 Subaru BRZ,Limited 2dr Coupe (2.0L 4cyl 6A),,,,,,,,,,,,$500 Military for Lease - Expires 03/31/2021,,,,,$500 Military for Retail - Expires 03/31/2021,,
Subaru,2020 Subaru BRZ,tS 2dr Coupe (2.0L 4cyl 6M),,,,,,,,,,,,$500 Military for Lease - Expires 03/31/2021,,,,,$500 Military for Retail - Expires 03/31/2021,,
Subaru,2020 Subaru Impreza,4dr Hatchback AWD (2.0L 4cyl CVT),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,,,,,,,,,,,,
Subaru,2020 Subaru Impreza,Premium 4dr Hatchback AWD (2.0L 4cyl CVT),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,,,,,,,,,,,,
